3,1209,1018,679,461
4,1199,1049,641,546
10,1185,1041,632,448
11,1191,1047,636,466
18,1183,1029,633,462
19,1185,1033,631,462
21,1205,1012,640,476
22,1210,1009,647,466
23,1213,1008,650,459
25,1226,1057,621,482
31,1218,1071,614,490
32,1216,1077,616,477
38,1215,1024,652,478
39,1218,1032,654,481
40,1225,1047,660,484
42,1226,1013,669,466
43,1217,1033,677,455
45,1196,1042,675,452
47,1226,1010,712,499
48,1237,997,721,489
58,1200,1029,660,495
73,1226,1023,679,439
88,1174,1065,678,446
164,1178,1057,635,501
165,1190,1048,646,504
166,1195,1055,649,488
168,1203,1053,655,508
171,1185,1014,636,497
172,1195,1020,649,486
174,1196,1021,654,485
176,1192,1019,658,487
179,1193,1018,654,485
180,1192,1018,655,488
181,1197,999,631,486
182,1218,996,649,493
184,1190,984,660,505
186,1187,978,667,511
187,1186,972,669,513
189,1195,988,660,508
192,1209,1045,654,507
193,1197,1046,613,493
194,1179,1001,622,480
195,1200,995,619,480
196,1207,1004,611,479
198,1205,1051,602,470
199,1185,1053,598,458
200,1186,1075,598,440
205,1246,1094,585,415
206,1253,1084,604,412
209,1160,1015,635,447
211,1167,1035,642,419
212,1169,1050,648,423
238,1233,1079,578,361
241,1245,1048,622,398
242,1239,1024,661,419
244,1242,982,676,513
245,1225,977,662,555
250,1185,989,670,486
251,1185,989,657,483
252,1187,988,658,481
253,1190,988,662,484
256,1188,989,662,483
259,1193,992,664,496
265,1204,1014,681,456
272,1230,1008,734,476
273,1226,1017,741,487
277,1216,1038,710,619
279,1236,1026,701,554
283,1180,975,692,534
284,1182,987,685,533
285,1184,981,683,530
290,1187,990,664,470
292,1188,969,662,468
296,1184,1019,658,485
301,1178,1025,642,480
302,1184,1027,647,481
310,1191,1031,637,469
311,1190,1031,638,473
330,1205,1006,613,436
335,1208,1054,606,430
353,1164,1001,713,543
358,1170,997,712,548
366,1168,987,711,532
371,1165,991,709,524
373,1168,960,711,515
374,1174,958,709,506
375,1182,964,705,502
377,1182,991,719,499
379,1165,1020,711,527
381,1164,1021,712,532
382,1166,1026,712,539
383,1177,1010,716,540
384,1176,1011,717,556
388,1155,1008,731,529
390,1159,983,768,533
392,1242,976,769,556
405,1195,968,750,602
406,1183,962,757,614
408,1162,964,775,621
409,1161,979,790,605
425,1157,964,756,546
426,1161,963,748,553
427,1159,966,752,563
428,1155,973,746,529
429,1153,973,744,528
432,1149,988,748,549
445,1149,993,744,565
448,1157,977,740,559
449,1156,980,744,558
450,1158,984,743,565
457,1163,1008,729,575
459,1174,1008,724,566
463,1172,996,718,559
469,1154,984,726,581
478,1161,963,729,518
483,1164,977,725,526
485,1134,1004,710,500
492,1156,968,706,544
494,1154,898,737,527
498,1155,901,739,529
499,1155,898,737,529
506,1177,928,877,661
507,1167,921,873,659
511,1165,920,880,659
513,1165,922,881,661
514,1165,919,881,661
516,1164,921,885,664
517,1164,919,888,665
518,1166,931,887,668
519,1167,938,886,666
520,1169,948,886,668
522,1169,985,887,664
523,1170,984,887,662
524,1168,984,889,660
525,1167,985,889,660
526,1164,984,890,658
527,1171,1032,855,689
528,1168,1032,861,660
540,1183,950,814,698
542,1190,943,810,715
544,1191,944,807,713
545,1193,945,809,714
546,1191,944,811,716
547,1188,944,815,716
549,1186,952,800,689
550,1188,959,799,686
552,1189,948,794,632
555,1190,939,789,620
557,1192,940,786,614
559,1194,942,784,610
564,1200,952,775,624
565,1201,950,774,626
566,1200,947,781,630
567,1199,946,779,627
568,1196,953,774,618
569,1193,961,765,607
570,1193,962,759,605
574,1193,977,772,645
575,1191,963,778,650
581,1183,956,803,626
582,1183,955,800,630
592,1216,938,861,672
594,1220,941,859,708
600,1180,1038,853,724
601,1210,1044,806,708
603,1160,1043,802,670
605,1165,1043,802,638
606,1177,988,794,625
607,1178,957,785,618
609,1182,966,780,621
610,1181,981,799,625
611,1180,958,811,616
613,1176,987,800,593
615,1171,984,804,579
616,1175,993,814,617
618,1188,953,831,577
619,1187,959,835,579
621,1173,972,837,601
622,1156,1007,792,638
624,1150,1007,783,642
626,1160,992,756,580
627,1154,1003,747,580
629,1148,975,747,581
630,1149,992,758,570
632,1149,955,765,540
634,1128,976,761,524
635,1131,976,761,521
636,1127,967,752,527
637,1133,961,749,530
638,1142,952,748,541
639,1144,949,744,549
643,1158,923,778,582
644,1156,926,779,579
646,1168,954,787,585
647,1163,947,788,593
648,1166,949,783,599
649,1160,950,776,599
651,1159,945,760,597
652,1155,943,756,599
656,1159,1009,739,552
657,1161,995,740,548
660,1164,974,742,539
661,1162,972,740,538
662,1160,969,743,539
663,1158,970,747,542
664,1157,970,750,544
665,1158,969,751,546
670,1133,1044,742,592
671,1124,1017,746,588
675,1108,1019,792,559
676,1118,1007,800,566
677,1118,1010,803,561
680,1121,989,766,547
681,1126,977,756,541
683,1114,977,723,538
688,1162,926,717,556
689,1158,925,717,558
690,1152,926,708,554
691,1149,926,704,552
695,1147,965,726,509
697,1134,964,737,505
698,1110,954,734,504
699,1104,949,726,507
700,1104,968,728,523
701,1109,1004,748,528
702,1103,999,755,531
704,1109,1016,741,513
707,1099,949,701,514
710,1122,1006,719,525
712,1115,1011,719,508
713,1116,1015,721,506
714,1116,1013,723,508
715,1109,1000,727,501
716,1107,986,727,498
718,1102,959,728,500
720,1099,966,716,511
723,1103,953,738,533
725,1101,943,743,557
726,1097,939,736,559
727,1097,932,697,541
753,1108,996,691,511
754,1097,970,688,516
755,1091,962,675,531
756,1097,967,686,549
761,1109,974,674,551
770,1124,908,671,522
785,1150,1036,706,576
789,1125,1045,704,521
792,1148,1029,705,504
803,1180,1008,725,511
805,1169,1006,730,511
806,1149,979,727,510
807,1142,979,733,551
809,1174,999,722,558
810,1155,985,692,550
814,1145,1026,650,559
819,1174,990,689,504
835,1160,1019,694,463
858,1146,999,676,444
867,1143,1044,663,434
870,1147,1022,668,438
871,1151,993,665,438
873,1167,984,663,438
877,1174,1020,664,507
878,1170,1032,662,495
882,1157,1041,657,435
886,1147,1011,652,425
897,1162,1036,641,425
903,1155,989,638,412
911,1162,994,630,402
912,1167,1001,628,403
913,1170,1011,624,406
922,1116,984,672,446
942,1083,936,652,441
955,1146,987,669,529
956,1140,996,661,506
957,1136,995,659,502
958,1139,1010,659,482
960,1131,977,671,505
965,1114,973,703,493
975,1129,949,663,510
978,1131,995,697,466
980,1136,964,704,462
983,1137,957,735,492
984,1146,959,735,495
985,1165,960,735,495
987,1197,968,736,492
990,1167,943,737,486
992,1166,936,733,472
993,1178,942,715,452
994,1198,954,696,427
996,1216,948,708,442
998,1224,941,778,509
999,1228,943,770,503
1000,1227,943,770,503
1009,1241,1080,646,500
1010,1267,1048,632,449
1011,1211,1075,627,435
1013,1216,1108,626,417
1016,1221,1019,600,426
1018,1210,983,602,443
1019,1210,978,607,450
1024,1218,1028,625,462
1027,1209,966,709,492
1031,1211,964,700,492
1037,1162,1018,623,468
1050,1169,1045,557,396
1055,1188,950,555,377
1060,1190,1045,588,362
1067,1124,987,602,377
1071,1144,954,652,428
1073,1178,962,655,527
1075,1206,1037,690,548
1079,1283,1177,614,423
1080,1308,1177,597,409
1084,1236,1045,557,418
1085,1205,1020,558,419
1086,1196,988,556,436
1088,1199,1004,551,416
1092,1268,1022,593,346
1093,1266,1032,593,344
1102,1178,1018,589,379
1105,1188,1016,589,376
1107,1150,998,672,494
1109,1149,922,622,449
1116,1184,985,643,393
1117,1146,994,646,409
1124,1102,977,662,440
1127,1108,961,663,428
1129,1099,954,640,429
1131,1152,923,616,439
1133,1145,1012,612,442
1135,1145,1065,679,494
1138,1165,985,681,585
1141,1142,989,635,469
1142,1137,1002,631,465
1145,1190,975,598,372
1147,1176,964,593,368
1148,1157,979,578,380
1149,1146,982,565,413
1150,1126,915,563,417
1151,1129,928,557,393
1153,1143,989,555,350
1155,1197,1078,579,323
1157,1153,1072,602,402
1160,1145,958,684,437
1161,1168,934,679,438
1162,1176,940,689,443
1165,1176,936,694,445
1166,1164,924,691,443
1167,1143,916,698,445
1168,1133,947,714,442
1169,1154,1054,737,442
1173,1144,1061,723,430
1174,1143,1037,704,429
1176,1140,999,642,433
1177,1141,995,619,440
1179,1119,988,596,451
1180,1128,999,623,450
1182,1184,1014,639,482
1184,1135,916,666,556
1185,1135,916,669,568
1194,1115,957,556,343
1196,1135,939,551,366
1207,1128,1031,642,416
1211,1111,960,630,496
1223,1101,893,591,408
1224,1108,881,585,423
1230,1144,912,659,448
1231,1154,912,663,450
1232,1170,916,659,451
1233,1173,919,652,453
1238,1170,1011,644,397
1240,1171,1017,638,401
1243,1177,1022,639,446
1248,1190,968,614,484
1254,1170,999,613,428
1255,1172,1006,609,410
1256,1179,1005,613,398
1260,1216,1032,580,383
1261,1211,1053,573,424
1263,1192,1047,571,404
1264,1194,1007,578,407
1265,1200,960,567,421
1266,1208,946,582,457
1267,1206,954,600,475
1268,1160,939,612,456
1272,1149,942,636,404
1274,1154,988,606,484
1276,1179,1063,563,360
1277,1188,1079,577,356
1278,1169,1023,594,389
1279,1179,1018,587,407
1280,1161,1005,630,448
1282,1203,1046,652,462
1285,1160,1080,632,547
1289,1159,941,776,634
1292,1180,950,690,507
1299,1169,1021,630,389
1300,1172,1001,628,395
1302,1173,964,605,425
1303,1179,969,604,437
1304,1185,965,601,443
1305,1185,969,600,455
1307,1181,974,599,448
1308,1183,981,599,439
1309,1181,990,600,430
1310,1183,1011,602,419
1312,1185,1088,616,394
1314,1281,1138,634,411
1315,1269,1149,643,444
1319,1244,1127,731,521
1320,1251,1114,756,546
1328,1162,1013,652,405
1332,1183,951,628,490
1333,1181,948,631,494
1335,1175,954,638,492
1336,1173,986,649,471
1337,1194,1000,656,460
1338,1207,1020,659,450
1339,1203,1038,657,447
1341,1258,1100,665,440
1343,1228,1128,646,475
1359,1172,1022,655,442
1365,1407,1053,788,625
1367,1167,927,756,547
1369,1180,935,734,474
1373,1192,1074,642,412
1374,1191,1071,643,429
1375,1189,1058,656,437
1379,1219,969,663,464
1381,1213,981,631,482
1386,1214,976,699,463
1388,1201,976,636,471
1390,1175,1007,664,412
1391,1165,1043,665,418
1393,1161,1043,655,424
1394,1173,1037,647,432
1397,1183,1080,641,412
1398,1178,1075,642,422
1400,1191,1070,641,407
1401,1184,1066,629,415
1403,1162,1068,638,436
1406,1157,1016,658,439
1408,1156,986,682,485
1410,1144,1010,638,459
1414,1197,978,638,410
1415,1191,985,639,406
1416,1170,1012,642,417
1420,1175,1026,630,412
1422,1170,1005,640,411
1425,1183,949,681,438
1427,1180,974,699,461
1429,1166,963,669,550
1435,1160,1005,649,487
1436,1162,963,651,489
1439,1152,960,615,435
1451,1124,977,619,379
1454,1136,923,586,451
1456,1123,924,589,459
1458,1115,959,586,420
1463,1126,932,592,408
1465,1153,921,570,395
1471,1098,992,609,387
1473,1139,983,597,380
1475,1116,937,588,464
1479,1103,934,583,423
1483,1114,935,685,454
1491,1173,1037,645,428
1494,1198,1005,661,434
1499,1172,971,654,447
1501,1170,934,700,534
1505,1143,913,694,539
1506,1139,911,717,525
1507,1136,911,739,524
1510,1118,926,751,536
1511,1122,929,751,539
1512,1133,941,750,547
1525,1167,961,668,492
1526,1161,950,671,505
1527,1155,933,699,512
1529,1150,921,717,533
1530,1153,919,743,536
1531,1153,918,749,540
1533,1151,916,749,541
1535,1153,914,731,534
1539,1156,966,674,464
1540,1173,972,686,456
1541,1201,983,691,457
1542,1203,996,701,454
1544,1220,1033,703,483
1546,1227,1057,681,506
1548,1234,1064,703,517
1550,1221,1046,671,484
1551,1210,1024,662,457
1552,1224,1005,664,439
1554,1188,993,664,478
1555,1154,997,646,477
1556,1159,925,664,470
1559,1158,932,717,503
1563,1167,932,688,478
1565,1168,932,689,464
1566,1165,925,665,462
1567,1161,917,689,458
1570,1202,982,698,465
1571,1183,1005,706,475
1572,1209,1029,700,506
1580,1165,969,640,448
1582,1183,961,635,458
1589,1179,944,669,459
1590,1182,952,665,458
1591,1187,953,658,453
1592,1180,941,659,454
1594,1146,941,618,429
1597,1166,999,668,429
1598,1185,1010,661,449
1599,1193,1011,662,458
1601,1193,1043,661,453
1603,1193,1072,652,450
1604,1229,1038,652,454
1605,1224,1042,648,447
1607,1135,1012,638,434
1608,1127,966,626,420
1612,1121,979,644,429
1613,1110,1002,653,432
1614,1132,983,650,435
1615,1143,930,688,457
1617,1158,918,710,478
1618,1155,906,707,505
1621,1159,941,741,577
1622,1170,965,710,535
1623,1155,1013,671,546
1624,1165,1034,639,510
1628,1219,1086,615,451
1633,1162,1042,588,450
1648,1142,929,668,473
1649,1152,932,691,500
1650,1164,919,710,538
1653,1171,945,730,593
1654,1167,959,753,587
1655,1178,1009,761,594
1659,1273,1134,646,469
1660,1250,1118,628,468
1673,1122,959,620,434
1677,1160,920,664,506
1683,1173,1078,736,561
1712,1090,935,609,499
1760,1106,908,609,442
1761,1107,906,617,438
1770,1165,1007,623,396
1773,1184,989,676,413
1774,1201,998,665,400
1776,1191,979,608,452
1777,1185,1002,602,438
1781,1186,1021,582,417
1783,1185,1022,581,422
1785,1187,1059,589,365
1786,1187,1044,591,364
1787,1191,1039,591,362
1788,1189,1047,586,363
1789,1194,1064,589,365
1790,1202,1049,592,365
1794,1216,1084,595,373
1805,1223,992,582,461
1806,1224,991,584,465
1808,1199,977,569,455
1812,1235,1088,614,409
1815,1193,1062,599,433
1816,1187,1052,594,439
1817,1193,1023,567,431
1818,1196,1019,571,406
1822,1189,1017,584,393
1823,1187,1004,589,391
1824,1181,1003,593,380
1826,1163,1007,604,384
1830,1184,993,596,383
1834,1201,991,631,418
1837,1215,962,619,486
1838,1223,959,627,495
1841,1227,1036,643,508
1842,1230,1037,638,510
1845,1223,1060,570,406
1848,1203,1054,574,371
1859,1260,1046,582,426
1860,1262,1041,585,428
1861,1231,1013,583,423
1863,1178,984,563,407
1864,1175,982,567,411
1867,1249,1043,600,435
1868,1222,1016,597,448
1870,1153,965,583,433
1874,1193,991,611,445
1876,1190,990,609,443
1877,1174,974,608,437
1878,1165,968,609,435
1879,1160,973,608,436
1885,1158,998,608,440
1887,1155,999,606,439
1888,1151,994,606,438
1924,1177,989,610,444
1928,1138,1014,607,434
1933,1128,1017,605,479
1941,1133,962,607,445
2003,1197,1010,751,515
2008,1198,1029,699,507
2009,1204,1028,686,527
2011,1175,997,689,505
2014,1171,989,700,473
2018,1199,965,675,472
2019,1200,965,676,478
2023,1199,1009,658,517
2024,1202,1018,654,514
2030,1193,1019,666,549
2031,1190,1019,669,551
2032,1188,1023,669,552
2041,1171,999,671,524
2043,1165,1007,667,533
2044,1158,1008,665,532
2045,1161,1005,667,532
2046,1165,1013,670,538
2047,1168,1028,672,547
2049,1168,1044,671,555
2050,1166,1046,671,559
2052,1164,1042,667,559
2058,1160,1001,673,535
2059,1163,999,670,534
2060,1162,1000,672,538
2064,1193,945,679,468
2065,1199,932,684,462
2066,1200,936,683,459
2067,1198,937,678,463
2068,1185,946,670,465
2069,1177,961,670,476
2073,1168,1024,670,539
2074,1171,1030,670,537
2075,1175,1039,671,543
2076,1180,1048,672,550
2077,1177,1053,674,550
2078,1175,1051,674,554
2079,1168,1048,668,550
2080,1165,1041,666,548
2085,1168,955,672,458
2087,1167,981,674,456
2088,1167,986,674,456
2093,1185,1049,661,515
2094,1189,1062,661,527
2100,1176,1044,645,518
2102,1171,1039,642,497
2104,1182,1027,641,476
2106,1201,1060,644,481
2109,1209,1065,644,469
2119,1174,1055,685,480
2120,1224,998,644,446
2124,1234,1069,647,473
2125,1232,1066,655,474
2126,1231,1067,655,476
2127,1228,1073,660,488
2128,1220,1097,650,515
2129,1217,1107,654,514
2130,1217,1105,650,511
2139,1223,1104,644,517
2140,1223,1097,641,505
2141,1224,1094,642,505
2142,1222,1085,642,502
2143,1223,1084,642,496
2144,1220,1077,642,502
2145,1218,1073,641,508
2148,1210,1057,631,489
2150,1219,1062,633,487
2154,1212,1005,626,465
2155,1207,998,631,455
2157,1204,991,638,452
2162,1191,1076,665,429
2163,1182,1075,660,441
2164,1177,1082,656,449
2166,1183,1083,664,457
2167,1269,1086,656,456
2172,1310,1106,641,441
2173,1310,1107,640,444
2176,1307,1119,638,459
2177,1303,1118,637,458
2178,1298,1122,638,459
2179,1294,1126,638,458
2180,1283,1129,636,453
2182,1281,1147,633,424
2184,1275,1149,623,415
2186,1225,1124,620,385
2187,1206,1119,624,387
2188,1201,1103,625,388
2190,1223,996,604,437
2191,1224,980,618,462
2199,1225,979,618,460
2202,1168,1018,630,493
2203,1168,1014,635,498
2217,1165,999,646,490
2222,1169,1001,642,482
2224,1168,1002,643,482
2225,1167,1002,644,485
2230,1167,1006,640,491
2236,1171,1010,636,494
2238,1169,1004,635,490
2241,1169,1004,635,489
2262,1168,1005,640,506
2264,1169,1005,639,505
2305,1176,979,655,512
2338,1154,1014,691,487
2370,1161,973,635,462
2384,1200,987,668,511
2399,1195,977,641,502
2402,1191,977,677,529
2420,1179,1005,626,454
2423,1198,1028,632,433
2443,1199,1006,642,467
2444,1196,1005,637,481
2446,1198,1002,634,484
2447,1198,1003,633,482
2448,1197,1006,631,480
2450,1212,1010,677,516
2451,1213,1014,673,513
2454,1200,1050,677,537
2456,1199,1046,692,541
2457,1195,1043,691,516
2459,1194,1033,695,494
2460,1193,994,686,486
2461,1195,987,691,490
2462,1203,994,698,500
2463,1208,993,702,530
2464,1205,993,706,539
2470,1236,1042,690,469
2471,1197,1009,708,503
2473,1183,931,792,539
2486,1258,1027,697,495
2496,1225,1013,739,534
2500,1213,1033,739,534
2505,1236,1000,723,523
2519,1152,956,656,428
2520,1144,956,624,404
2523,1140,969,612,394
2524,1141,1005,612,393
2525,1143,1015,611,401
2526,1142,1014,612,406
2527,1143,1015,611,410
